MID	Name	Description
m.03n_yl	Pedro Lamy	Portuguese racing driver
m.03n_z_	Karen Elson	Supermodel
m.03nb5v	Breckin Meyer	American actor
m.03nb_2	Jörgen Persson	Swedish player
m.03nbgr	Alfred D. Chandler Jr.	Professor
m.03nbwz	Magdalena Forsberg	Swedish cross-country skier
m.03ncld	Anjem Choudary	
m.03nd4n	Elba Esther Gordillo	Mexican Politician
m.03nd87	Sonu Nigam	Indian singer
m.03nd_g	Sean Burke	Ice hockey goaltender
m.03ndbt	Terrance Dicks	English author
m.03ndj5	Princess Lalla Meryem of Morocco	Hassan II of Morocco's daughter
m.03ndm0	Desmond Mason	American basketball player
m.03ndqj	Gerd Gigerenzer	German psychologist
m.03ndwy	Valeri Bure	Russian ice hockey player
m.03nf04	Richard Jefferson	American basketball player
m.03nf3q	Shawn Marion	American basketball player
m.03ng17	Anita Garvin	American film actress
m.03ng92	Garth Hudson	Canadian multi-instrumentalist
m.03ngbj	Jackie Stiles	Coach
m.03ngd9	Karnam Malleswari	Indian weightlifter
m.03ngkz	Josh Ritter	American singer-songwriter
m.03ngmw	Rich Lowry	American author
m.03nhbh	David Baldacci	American novelist
m.03nhdr	Laure Manaudou	French Olympic swimmer
m.03nhzn	Emund the Old	King
m.03nj18	Maven Huffman	Professional wrestler
m.03nj4l	Ray Tomlinson	American computer programmer
m.03nj7g	Yasmeen Ghauri	Canadian supermodel
m.03njn_	Bapsi Sidhwa	American-Pakistani novelist
m.03njwr	Lasse Hallström	Swedish film director
m.03nk14	Anita Ekberg	Actress
m.03nk3t	Stephen Frears	Director
m.03nkbd	Jacques Doriot	French Politician
m.03nkts	Matthew Lillard	American actor
m.03nkz9	Kang Youwei	Philosopher
m.03nl40	Paul Konerko	Baseball first baseman
m.03nl67	Lin Dan	Chinese badminton player
m.03nlh0	Stanislaus Zbyszko	Strongman
m.03nlm_	Archie Goodwin	American comic book writer
m.03nlmj5	Jimmy Pursey	Musician
m.03nlpg	Staci Keanan	American attorney
m.03nlq7	Julio Medem	Spanish screenwriter
m.03nlytt	Salli Saffioti	American actress
m.03nm12	Bruno Lawrence	Musician
m.03nm3x	Dominique Dawes	American gymnast
m.03nm_rp	Brian McNamee	Police officer
m.03nm_z	Arthur Percival	General
m.03nmdk	Jerzy Kukuczka	Polish climber
m.03nmhf	Princess Lalla Salma of Morocco	Princess consort
m.03nmp_	Catherine Cookson	British author
m.03nmy9f	Michelle Madrigal	Actress
m.03nmy9w	Liz Mohn	German philanthropist
m.03nmyf	Dominique Moceanu	American gymnast
m.03nmykk	Hugo Ayala	Mexican footballer
m.03nmyw9	Tara Oram	Canadian musical artist
m.03nmzj5	VL Mike	American rap artist
m.03nmzkl	Joe Duplantier	Musician
m.03nn09f	Carly Smithson	Singer-songwriter
m.03nn186	Sho Baraka	Hip-hop artist
m.03nn1p1	Noreen Corcoran	American actress
m.03nn1s4	Frank Demouge	Dutch footballer
m.03nn1x8	Jeff Raikes	Executive
m.03nn201	Cornelius Ingram	American football tight end
m.03nn3dd	Nasser Al-Shamrani	Saudi Arabian footballer
m.03nn3kx	Jacquie Beltrao	Sports presenter
m.03nn58l	Anne Marie DeLuise	Canadian actress
m.03nn5kw	Upeksha Swarnamali	Sri Lankan actress
m.03nn6bv	Christine Beatty	Political figure
m.03nn7nh	Aira Yuhki	Japanese singer
m.03nn9t1	Paul Raymond	English keyboardist
m.03nnb_7	Levan Kenia	Georgian footballer
m.03nnbg	Conny Plank	German record producer
m.03nncsk	Vesna Dolonc	Tennis player
m.03nncxg	Ju Wenjun	Chess grandmaster
m.03nnd2_	Lesley Hazleton	Author
m.03nnd8z	Hiroshi Hoketsu	Japanese equestrian
m.03nndg3	Dorothy Hale	American socialite
m.03nndll	Suzan Johnson Cook	Theologian
m.03nnj6	Dan Fouts	American football player
m.03nnjbj	Lewis Holtby	Footballer
m.03nnjgs	Katharine Weymouth	American lawyer
m.03nnjs1	Emelia Burns	Australian actress
m.03nnkdy	Morgan Lily	American actress
m.03nnlt	Carly Patterson	American singer-songwriter
m.03nnmsr	Bob Considine	American journalist
m.03nnp8w	Sadao Abe	Japanese actor
m.03nnpkg	Sébastien Bassong	Footballer
m.03nnpwf	Gaëtan Bong	Footballer
m.03nnr5l	Tim Hetherington	Photojournalist
m.03nnsl	Bobby Bonilla	Baseball player
m.03nntyl	Olgivanna Lloyd Wright	Frank Lloyd Wright's wife
m.03nnvkw	John O'Donohue	Irish poet
m.03nnw2	Peter Woodthorpe	Film actor
m.03nnx4	Mark Tewksbury	Canadian swimmer
m.03nnxgl	Andrei Panin	Russian actor
m.03nnxh8	Isko Moreno	Filipino Politician
m.03nny34	Belinda McClory	Australian film actress
m.03np0f	Tom  Lonergan	American diver
m.03np132	Edwin Locke	American psychologist
m.03np1g	Im Dong-hyun	
m.03np3w	Tony Plana	American-Cuban actor
m.03np4dn	José Callejón	Spanish footballer
m.03np4hd	Scott Elrod	Actor
m.03np4mw	Wynter Gordon	American singer-songwriter
m.03np5_z	Rajeev Kanakala	Film actor
m.03np61q	Sonny Angara	Filipino Politician
m.03np8q	Whitney Young	
m.03npb_	Julian Fantino	Former Canadian Member of Parliament
m.03npbh5	Mark Protosevich	American screenwriter
m.03npgyx	Dennis Holahan	American attorney
m.03npj4d	Nolan Smith	American basketball player
m.03npjfr	Víctor Sánchez	Spanish footballer
m.03npm_0	Bradley Cole	American actor
m.03npmd	Lois Maxwell	Canadian actress
m.03npng0	Tegan Moss	Canadian actress
m.03npp_	Maurice R. Greenberg	American executive
m.03npq0k	Leon Vitali	Actor
m.03npr8g	Mimmo Paladino	Italian sculptor
m.03nps42	Wánderson	Brazilian footballer
m.03npsj3	Melissa Bell	Australian actress
m.03npsmk	Daniel Carriço	Portuguese footballer
m.03npsvg	Djalma Campos	Footballer
m.03npv99	Xiahou Ying	Official
m.03npw77	Adam Kaufman	American actor
m.03npx27	Kate Henshaw	Nigerian actress
m.03npy_b	Hassan Yebda	Footballer
m.03npyky	Mikel San José	Spanish footballer
m.03npynb	Rémi Gomis	Footballer
m.03npywk	Modibo Maïga	Malian footballer
m.03npzdh	Dori Sakurada	Japanese actor
m.03npzm0	Elliot Grandin	French footballer
m.03npzps	Chris Malonga	Congolese-French footballer
m.03nq1s3	D. J. White	American basketball player
m.03nq3cp	Mouni Roy	Indian actress
m.03nq41b	Harry Shorstein	American lawyer
m.03nq70	R. K. Laxman	Indian cartoonist
m.03nq8ry	Omar Chávez	Mexican boxer
m.03nq8ys	John Nkomo	Former Vice-President of Zimbabwe
m.03nqb3	Joey Deacon	Author
m.03nqb3y	Robin McLeavy	Australian actress
m.03nqdgk	Miguel Britos	Uruguayan footballer
m.03nqfj7	Jeremy Stenberg	Racer
m.03nqgvj	Pankit Thakker	Actor
m.03nqj5h	Sanjeeda Sheikh	Actress
m.03nqkk4	Elderson Echiéjilé	Nigerian footballer
m.03nqkx4	Sylvain Marveaux	French footballer
m.03nql41	Yohan Benalouane	Footballer
m.03nqlcz	Alexis Tsipras	Party leader of Syriza
m.03nqlfb	Stefan Aigner	Footballer
m.03nqlg0	Robert Tesche	German footballer
m.03nqm5d	Tom Starke	Football goalkeeper
m.03nqmq7	Reece Noi	Actor
m.03nqnfb	Bruce Darnell	American model
m.03nqnjs	Stefan Buck	Footballer
m.03nqntc	Julia Benson	Canadian actress
m.03nqpg8	Justin Welby	Archbishop of Canterbury
m.03nqqbx	Selçuk İnan	Turkish footballer
m.03nqqv0	RJ Mitte	American actor
m.03nqrn	Dave McArtney	Musician
m.03nqtgz	Fher Olvera	Mexican musician
m.03nqv3g	Jennifer Winget	Indian television actress
m.03nqvg	Richard Barbieri	Musician
m.03nqyj2	Lara Pulver	Actress
m.03nqzd1	Gautier Capuçon	French cellist
m.03nr0ym	Kelly Gould	American television actress
m.03nr111	Keith Lulia	Rugby league rugby centre
m.03nr13t	Colman Domingo	American actor
m.03nr1ky	S. Varalakshmi	Actress
m.03nr1st	Alcides Escobar	Baseball shortstop
m.03nr2kk	Preston Bailey	American actor
m.03nr310	Steve Belichick	American football player
m.03nr4h5	Daniel Wass	Danish footballer
m.03nr4s4	Sarath Babu	Indian film actor
m.03nr55	Fernando Allende	Mexican singer
m.03nr59p	George Florescu	Romanian footballer
m.03nr7fv	Dorothy Christy	American actress
m.03nr9dr	Iain Vigurs	Scottish footballer
m.03nr9n9	Adam Ondra	Czech rock climber
m.03nr_pn	Aditya Dev	Entertainer
m.03nrb3s	Connie Evingson	Singer
m.03nrbbn	Connie Gilchrist	American actress
m.03nrbts	Periyar E. V. Ramasamy	Indian activist
m.03nrbx	Tom Lister Jr.	American character actor
m.03nrcqn	Salvatore Santoro	
m.03nrcz	Nadja Auermann	German supermodel
m.03nrg5s	Brandon LaFell	American football wide receiver
m.03nrh5	Bill Lear	American inventor
m.03nrhxs	Kyousuke Hamao	Japanese actor
m.03nrk1l	Aiko Melendez	Filipino actress
m.03nrkkp	Chris Robshaw	English rugby player
m.03nrl4	Bruce Catton	American historian
m.03nrmr3	Jay Mehta	Businessman
m.03nrnf	Lee Hyun-il	Badminton player
m.03nrp__	Mauro Goicoechea	Footballer
m.03nrpy	Boonsak Ponsana	Badminton player
m.03nrq6w	Toni Garrn	German fashion model
m.03nrr3r	Florentine Rost van Tonningen	Meinoud Rost van Tonningen's wife
m.03nrrb	Wong Choong Hann	Badminton player
m.03nrsby	Susi Ganeshan	Indian film director
m.03nrss	Taufik Hidayat	Indonesian badminton player
m.03nrv29	Cody Hodgson	Canadian ice hockey player
m.03nrv7	James Cracknell	British athlete
m.03nrxg	Peter Gade	Danish badminton player
m.03nrxql	Katoucha Niane	Model
m.03nrxy	Ivan Hlinka	Czech ice hockey player
m.03nryk1	Freddie Sears	English footballer
m.03ns0t0	Gerry Bertier	American football player
m.03ns652	Bruno Fornaroli	Uruguayan footballer
m.03ns6dw	Jamie Varner	American mixed martial artist
m.03ns931	Mahnoor Baloch	Actress
m.03ns9c	Forough Farrokhzad	Iranian poet
m.03nsb3	Henry Fambrough	Vocalist
m.03nsb_6	Franz Schiemer	Austrian footballer
m.03nsbw	Sander Westerveld	Dutch football player
m.03nsfkf	Dolly Ahluwalia	Indian actress
m.03nsfyg	Sophie Flack	Author
m.03nsk0	Paul Craig Roberts	American economist
m.03nskkq	Richard Brodie	English footballer
m.03nsm3v	Jessica Gomes	Australian model
m.03nsmt5	Melissa Haro	American model
m.03nsndw	Tyrese Rice	American basketball player
m.03nsp2k	Nicolás Lodeiro	Uruguayan footballer
m.03nspks	Montague Dawson	British painter
m.03nsps9	Baselios Cleemis	Cardinal
m.03nsqxz	Ellyse Perry	Australian sportswoman
m.03nsry	Mohammad Hatta	Former Vice President of Indonesia
m.03nssb	Ryk Neethling	South African Olympic swimmer
m.03nsscq	Maria Yi	Chinese actress
m.03nstnp	Paddy Lowe	British engineer
m.03nsv3	Everlast	American musician
m.03nsw0s	Anastasia Griffith	Actress
m.03nsxw	Luis Carlos Galán	Colombian Politician
m.03nsz1	Bao Chunlai	Badminton player
m.03nt0x3	Bill Kong	Film producer
m.03nt43q	Etan Cohen	American-Israeli screenwriter
m.03nt4bl	Áine Lawlor	Irish broadcaster
m.03nt54r	Aisleyne Horgan-Wallace	Television personality
m.03nt5j2	Mia Wasikowska	Australian actress
m.03nt6g	Lee Chong Wei	Malaysian badminton player
m.03nt75	Ng Wei	Badminton player
m.03nt7z3	Gareth Malone	Choirmaster
m.03nt97h	Jim Bailey	American singer
m.03nt9v2	Yusuke Kamiji	Japanese actor
m.03ntd6	Federica Pellegrini	Italian swimmer
m.03ntd7f	John Dyer Baizley	Musician
m.03ntf03	Faustina Agolley	Television presenter
m.03ntf47	Ryu Manatsu	Japanese actor
m.03ntg1g	Javed Ali	Indian playback singer
m.03nthq2	Rhea Bailey	British actress
m.03ntk2x	Bruce Norris	American actor
m.03ntlr6	Jing Hui	Official
m.03ntmh4	Joe Dinicol	Canadian actor
m.03nttym	Abner Biberman	American actor
m.03nv13	Emily Browning	Australian actress
m.03nv5lp	Gary Turner	Mixed martial artist
m.03nv71	Bernard Lee	Actor
m.03nv9_	Eugene Roche	American actor
m.03nvcf	Krzysztof Wielicki	Polish climber
m.03nvht	Franz von Hipper	Admiral
m.03nvlc	Phil Plait	American astronomer
m.03nvm95	Raffaele Cutolo	
m.03nvprz	Calum Worthy	Canadian actor
m.03nvr9l	Rachelle Wilkos	American television producer
m.03nvrkw	Lights	Canadian musician
m.03nvtf	Jaycie Phelps	Olympic athlete
m.03nw0h2	Audrey Bitoni	Pornographic film actor
m.03nw3sq	Eamon Sullivan	Australian swimmer
m.03nw4q	Natalie Coughlin	American swimmer
m.03nw70l	W. Ian Thomas	Writer
m.03nw8m	El Santo	Mexican film actor
m.03nw_mf	Sebastian Armesto	British film actor
m.03nwck	Stina Nordenstam	Swedish singer-songwriter
m.03nwgzm	Hu Haiyan	President of the Beijing Institute of Technology
m.03nwkmj	Aljin Abella	Actor
m.03nwmp1	Jamie Campbell Bower	Actor
m.03nwmpd	Paul Dhinakaran	Indian preacher
m.03nws7b	Kyle Hines	American basketball player
m.03nwvgl	Alex Datcher	American actor
m.03nww6x	Blake Riley	American actor
m.03nwwqf	Jake Deckard	American pornographic film actor
m.03nwxq8	Jonathan Schmock	American actor
m.03nwyvw	Vineet Nayar	Indian executive
m.03nwyw6	Joan Juliet Buck	American writer
m.03nwywx	Christa Pike	
m.03nx02q	Clara G	Romanian pornographic film actor
m.03nx19g	Greg Kramer	British-Canadian author
m.03nx26p	Melissa Harrington	American pornographic actress
m.03nx2qm	Aaron David Miller	American author
m.03nx2sb	Antonietta Meo	
m.03nx4yz	Stuart M. Kaminsky	American writer
m.03nx65w	Oh Sang-eun	South Korean player
m.03nx66x	Ho Ngoc Ha	Vietnamese model
m.03nx6b1	Ei-ichi Negishi	Chemist
m.03nx8_	Jim Ladd	American disc jockey
m.03nxg6c	Stephen Bunting	English darts player
m.03nxht6	Daiki Arioka	Japanese singer
m.03nxhwz	Kota Yabu	Japanese singer
m.03nxjhk	Mike Dilger	Ecologist
m.03nxltg	Tomoka Kurokawa	Japanese actress
m.03nxm9	James Hamilton, 5th Duke of Abercorn	British Politician
m.03nxmtb	Yuya Takaki	Japanese singer
m.03nxp81	Puma Swede	Swedish pornographic actress
m.03nxpc6	Mikie Hara	Japanese gravure idol
m.03nxq4s	Kei Inoo	Japanese singer
m.03nxq64	Hikaru Yaotome	Japanese singer
m.03nxq97	Ryutaro Morimoto	Japanese singer
m.03nxqb8	Keito Okamoto	Japanese singer
m.03nxrdn	Raul Rusescu	Romanian footballer
m.03nxtm	Jodie Swallow	British triathlete
m.03ny0f	Jack Kent Cooke	American-Canadian businessman
m.03ny9x	Joel Osteen	American pastor
m.03nyfq	Patrick John	Political leader
m.03nyjy	Svetlana Khorkina	Russian gymnast
m.03nyl3	Graham Fellows	English actor
m.03nylv	Herman Santiago	Songwriter
m.03nysy	Manning Marable	American professor
m.03nyts	Shotaro Ishinomori	Japanese manga artist
m.03nz6m	Wanda Rutkiewicz	Mountain climber
m.03nzbb	Jorge Eliécer Gaitán	Politician
m.03nzbq	Raymond Loewy	American-French industrial designer
m.03nzf1	Elon Musk	CEO of SpaceX
m.03nzhy	Axel Springer	German journalist
m.03nzm8	Tara Fitzgerald	British actress
m.03nzr_	Laurent Jalabert	French professional road racing cyclist
m.03nzsg	Daisy Bates	American journalist
m.03nzyj	Sylvia Ashley	Model
m.03nzyw	Martin Handford	Author
m.03p08v	Douglas Corrigan	American aviator
m.03p0cp	Murphy Lee	American rapper
m.03p0dv	Bruce R. McConkie	Author
m.03p0q2	Jason Cropper	American musician
m.03p0s9	Raja Ravi Varma	Indian painter
m.03p0z0f	Torey Pudwill	American skateboarder
m.03p2x0	Kamar de los Reyes	Theater actor
m.03p3dr	Meng Huo	
m.03p3qj	Nectanebo II	Pharaoh
m.03p434	Mark Helprin	Novelist
m.03p43v	Bruce Fairbairn	Canadian musician
m.03p4_2	Christopher Skase	Australian businessman
m.03p4dz	Jon Fishman	American drummer
m.03p4k2	Robert Young Pelton	American-Canadian author
m.03p4kf	Leon Kass	American physician
m.03p4nn	Lenny McLean	English boxer
m.03p4pc	Billy Pierce	Baseball pitcher
m.03p4qd	Kosuke Kitajima	Japanese breaststroke swimmer
m.03p4zn	Aaron Peirsol	American swimmer
m.03p52n	Roman von Ungern-Sternberg	Warlord
m.03p5cx	Sun Jihai	Chinese footballer
m.03p5nc	Eric Nylund	American novelist
m.03p5s_	Pramoedya Ananta Toer	Indonesian author of novels
m.03p5sl	Don Bachardy	American artist
m.03p5vk	Wendy O. Williams	American singer
m.03p5vy	Wang Dulu	Chinese novelist
m.03p6dx	William Marrion Branham	American minister
m.03p6gq	Charlie Munger	American investor
m.03p6kn	Roland Schoeman	South African swimmer
m.03p6n6	Jan-Michael Gambill	American tennis player
m.03p72l	Nicholas Gonzalez	American actor
m.03p7dz	Daniel Corbett	Television presenter
m.03p7nt	Wan Li	Politician
m.03p7px	Jack Holt	American actor
m.03p7yt	Luis Sojo	Professional baseball player
m.03p7zv	Hiroko Suzuki	Professional wrestler
m.03p83rk	Ruth Asawa	American sculptor
m.03p84m	Hedy Fry	Canadian Member of Parliament
m.03p86m	Mike Emrick	American sportscaster
m.03p87n	George Bovell	Olympic swimmer
m.03p89f	Kim Komando	Radio host
m.03p8jb	Nidia Guenard	Professional wrestler
m.03p8mf	Jackie Gayda	American professional wrestler
m.03p8rc	Herbert Reinecker	German novelist
m.03p97c	Charles Kushner	American real estate development
m.03p9cz	Ravi Coltrane	American saxophonist
m.03p9hl	Claire Bloom	Actress
m.03p9lk	Sara Evans	American singer-songwriter
m.03p_cn	Trevor Dunn	American composer
m.03p_h6	Gerald Templer	Senior officer
m.03p_vq	Shiri Appleby	American actress
m.03pbg_	Tasmin Archer	English singer
m.03pc74	Sergi Bruguera	Tennis player
m.03pcjk	Simon Black	Australian rules football player
m.03pcm_	Tim Staffell	Musician
m.03pcpj	Kwame Brown	American basketball player
m.03pctj	Seti II	Pharaoh
m.03pcvb	Norman Podhoretz	American pundit
m.03pcx_	John Podhoretz	American writer
m.03pczf	Robert Kagan	American historian
m.03pd06	Ramesses XI	Pharaoh
m.03pd4z	Ramesses V	Pharaoh
m.03pd_6	Penny Hardaway	American basketball coach
m.03pdc2	Ludwig Guttmann	Neurologist
m.03pdl	Herbert A. Simon	Economist
m.03pdnn	The Notwist	Rock band
m.03pdz3	Sean Avery	Canadian ice hockey player
m.03pf0c	Mardy Fish	American tennis player
m.03pf3_	Yang Chengfu	Teacher
m.03pf5g	Rafer Alston	American basketball player
m.03pfbs	Ron Mercer	American basketball player
m.03pfff	Rowdy Gaines	American swimmer
m.03pfh6	Avery Dulles	Theologian
m.03pfk0	George Pell	Australian cardinal
m.03pfmx	Glenn Robinson	American basketball player
m.03pfqb	Courtney Kupets	American gymnast
m.03pftv	Damon Stoudamire	American basketball player
m.03pfyf	Bettina Rheims	French photographer
m.03pg2j	Shield-maiden	
m.03pg42	Herman Moore	American football player
m.03pgbz	Dorsey Levens	American football running back
m.03pgd0	Elvira Madigan	Musical artist
m.03pghf	Guy Ballard	American mining engineer
m.03ph6k	Jonathan Woodgate	English football coach
m.03phlz	Natalie Cook	Australian beach volleyball player
m.03phng	Fakhruddin Ali Ahmed	Former President of India
m.03pj37	Bev Francis	Bodybuilder
m.03pj5c	Shawn Reaves	American actor
m.03pj7n	Paul Tibbitt	American animator
m.03pjcc	Michael Finley	American basketball player
m.03pjgb	C. H. Greenblatt	American screenwriter
m.03pjk4	Caron Butler	American basketball player
m.03pjxl	Anatoly Lyadov	Russian composer
m.03pkbx	Anna Meares	Australian cyclist
m.03pknm	Samantha Bond	Actress
m.03pkq4	Caroline Bliss	Actress
m.03pkww	Bob Hoover	American fighter pilot
m.03pkym	Bruce George Peter Lee	Serial killer
m.03plx_	Kirsty Coventry	Minister of Sport, Arts and Recreation of Zimbabwe
m.03pm9k	Donald Barthelme	American short story writer
m.03pmbb	Manny Pacquiao	Senator of the Philippines
m.03pmcf	Ingrid Jonker	South African poet
m.03pmcs	Renée Elise Goldsberry	American actress
m.03pmk3	Matt Bomer	American actor
m.03pmkg	Jimmy Kinnon	
m.03pmll	Zhang Juanjuan	
m.03pmty	Tate Donovan	American actor
m.03pmzt	Keith David	American actor
m.03pnzp	Carlos P. Garcia	Former President of the Philippines
m.03pp8_	Shelby Foote	American writer
m.03pphq	Seo Taiji	South Korean singer
m.03ppx	Helen Keller	American author
m.03pq42	Maxwell Atoms	American animator
m.03pq8j	Matt Cappotelli	American professional wrestler
m.03pqcd	Gary Hall Jr.	American swimmer
m.03pqhh	Mozaffar ad-Din Shah Qajar	King
m.03pr29	Hugo Münsterberg	American-German psychologist
m.03pr5k	Carl Epting Mundy Jr.	
m.03prcw	Katherine Grainger	Chancellor of Oxford Brookes University
m.03prdy	Ben Ainslie	Sailor
m.03prkc	Rajyavardhan Singh Rathore	Member of parliament
m.03prq1	Strobe Talbott	President of the Brookings Institution
m.03prs_	Devan Nair	Malaysian-Singaporean politician
m.03prsk	Nur Muhammad Taraki	Afghan statesman
